PIB File Number,Date Occurred,Originating Bureau,Division Level,Division,Unit,Working Status,Shift,Investigation Status,Disposition,Service Type,Light Condition,Weather Condition,Number of Officers,Number of Subjects,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2019-0041,2/4/2019,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,2,3,Rifle (Pointed) | Rifle (Pointed),L1 | L1,Unknown | Unknown | Unknown,Yes | Yes,Black | White,Male | Male,41 | 28,16 | 9,11 feet to 14 feet | 11 feet to 14 feet | 11 feet to 14 feet,Female | Male | Male,Black | Black | Black,40 | 31 | ,Small | Small | Small,< 5'0'' | < 5'0'' | < 5'0'',No | No | No,No | No | No,Yes | Yes | Yes,,Weapon Exhibited,No | No
FTN2017-0108,2/26/2017,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,4,2,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Other,L1 | L1 | L1 | L1,Alchohol | Alchohol,Yes | Yes | Yes | Yes,White | White | White | White,Male | Male | Male | Male,57 | 39 | 47 | 47,33 | 16 | 26 | 26,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,22 | 32,Large | Large,5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes,No | No,Yes | Yes,,Resisting Officer w/Weapon,No | No | No | No
FTN2020-0148,5/20/2020,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,White,Male,37,15,7 feet to 10 feet,Male,White,51,Medium,5'7'' to 5'9'',No,No,No,,Tactical Deployments,No
FTN2022-0054,2/8/2022,FOB - Field Operations Bureau,6th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,3,1,- Hands (with injury) | - Hands (with injury) | - Hands (with injury),L2 | L2 | L2,Mentally unstable,Yes | Yes | Yes,White | White | White,Male | Male | Male,51 | 51 | 38,15 | 26 | 3,1 feet to 3 feet,Female,Black,28,Large,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No | No
FTN2018-0221,6/14/2018,FOB - Field Operations Bureau,6th District,Task Force,B,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,2,1,Firearm (Exhibited) | Takedown (no injury),L1 | L1,None detected,Yes | Yes,White | White,Male | Male,35 | 35,12 | 12,4 feet to 6 feet,Male,Black,14,Small,5'4'' to 5'6'',No,No,Yes,,Weapon Exhibited,No | No
FTN2018-0435,11/21/2018,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,None detected,Yes,White,Male,39,5,1 feet to 3 feet,Female,Black,40,Small,5'0'' to 5'3'',No,No,Yes,,Weapon Exhibited,No
FTN2022-0011,1/11/2022,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,3,1,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Alchohol and unknown drugs,Yes | Yes | Yes,Hispanic | White | White,Male | Male | Male,34 | 44 | 28,9 | 9 | 8,4 feet to 6 feet,Male,Black,49,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No | No | No
FTN2024-0091,3/10/2024,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown Drugs,Yes,White,Male,30,1,4 feet to 6 feet,Male,Black,49,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Officer w/Weapon,No
FTN2018-0382,10/10/2018,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,None detected,Yes,White,Male,37,15,7 feet to 10 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,Yes,Yes,,Refusal of Verbal Commands,No
FTN2022-0065,2/14/2022,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,2,1,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,Hispanic | White,Male | Male,34 | 44,9 | 9,11 feet to 14 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,No,No,,Tactical Deployments,No | No
FTN2021-0115,4/13/2021,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Medium,2,1,Takedown (no injury) | Takedown (no injury),L1 | L1,None detected,Yes | Yes,Hispanic | White,Male | Male,33 | 29,9 | 7,0 feet to 1 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2018-0295,8/8/2018,FOB - Field Operations Bureau,8th District,Task Force,B,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,4,2,Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1,Unknown | Unknown,Yes | Yes | Yes | Yes,White | White | Asian/Pacific Islander | Black,Male | Male | Male | Male,56 | 28 | 26 | 32,27 | 9 | 8 | 7,0 feet to 1 feet | 0 feet to 1 feet,Male | Male,Black | White,23 | 23,Large | Large,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Refusal of Verbal Commands,No | No | No | No
FTN2018-0191,5/21/2018,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,3,1,Force (Take Down) | Force (Take Down) | Force (Take Down),L2 | L2 | L2,Mentally unstable,Yes | Yes | Yes,White | Black | Hispanic,Male | Male | Male,44 | 48 | 30,16 | 29 | 9,0 feet to 1 feet,Male,Black,38,Medium,5'4'' to 5'6'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No | No
FTN2018-0412,11/7/2018,FOB - Field Operations Bureau,5th District,School Resource Officers,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1,Takedown (no injury),L1,Mentally unstable,Yes,Not Applicable (Non-U.S.),Male,40,23,0 feet to 1 feet,Female,Black,17,Medium,5'7'' to 5'9'',No,Yes,No,,Refusal of Verbal Commands,Yes
FTN2017-0011,1/13/2017,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2,Firearm (Exhibited),L1,None detected | None detected,Yes,Black,Male,40,25,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,25 | 19,Small | Small,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Other,No
FTN2021-0316,10/8/2021,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,4,1,Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1,Mentally unstable,No | No | Yes | Yes,Black | Black | White | Hispanic,Male | Female | Male | Male,40 | 38 | 37 | 31,15 | 15 | 7 | 3,1 feet to 3 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No | No | No | No
FTN2016-0408,8/9/2016,FOB - Field Operations Bureau,1st District,A Platoon,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,2,1,Hands | Hands,L1 | L1,Alchohol and unknown drugs,Yes | Yes,Black | Hispanic,Male | Male,53 | 28,22 | 9,0 feet to 1 feet,Female,White,35,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2018-0124,3/23/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,2,3,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown | Unknown | Unknown,Yes | Yes,White | White,Male | Male,40 | 40,14 | 17,7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet,Male | Female | Female,Black | Black | ,30 | 31 | 40,Large | Large | Large,5'10'' to 6'0'' | 5'10'' to 6'0'' | 5'10'' to 6'0'',No | No | No,No | No | No,Yes | Yes | Yes,,Tactical Deployments,No | No
FTN2019-0377,12/5/2019,FOB - Field Operations Bureau,4th District,Task Force,B,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,3,1,Hands | Takedown (no injury) | Hands,L1 | L1 | L1,Unknown,Yes | Yes | Yes,Black | Black | White,Male | Male | Male,31 | 31 | 36,8 | 8 | 8,1 feet to 3 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,Yes | Yes | No
FTN2017-0557,10/23/2017,FOB - Field Operations Bureau,7th District,Day Watch,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1,Force (Escort Tech),L1,Mentally unstable,Yes,Black,Male,33,9,0 feet to 1 feet,Female,Black,13,Medium,5'7'' to 5'9'',No,Yes,No,,Refusal of Verbal Commands,No
FTN2020-0308,10/21/2020,FOB - Field Operations Bureau,4th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,2,1,CEW Deployment | Hands,L2 | L1,Mentally unstable,Yes | No,Black | Black,Male | Female,32 | 33,8 | 7,1 feet to 3 feet,Female,Black,29,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2020-0332,11/11/2020,FOB - Field Operations Bureau,7th District,D.I.U.,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Other,1,1,Takedown (no injury),L1,None detected,Yes,White,Male,38,7,0 feet to 1 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2020-0339,11/19/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1,Takedown (no injury),L1,Mentally unstable,Yes,Black,Female,28,6,0 feet to 1 feet,Female,Black,28,Medium,5'4'' to 5'6'',No,Yes,No,,Battery on Police Officer,No
FTN2019-0264,8/21/2019,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,1,1,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,48,17,0 feet to 1 feet,Male,White,,Medium,5'7'' to 5'9'',No,Yes,No,,Refusal of Verbal Commands,Yes
FTN2019-0312,10/3/2019,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1,Hands,L1,Alchohol,Yes,Black,Female,51,23,0 feet to 1 feet,Male,Black,52,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2018-0432,11/19/2018,FOB - Field Operations Bureau,7th District,Day Watch,,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,6,1,Hands | Takedown (no injury) | Hands | Takedown (no injury) | Hands | Takedown (no injury),L1 | L1 | L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes | Yes | Yes,Black | Black | Hispanic | Hispanic | Black | Black,Male | Male | Male | Male | Male | Male,43 | 43 | 29 | 29 | 22 | 22,25 | 25 | 7 | 7 | 7 | 7,1 feet to 3 feet,Female,Black,25,Small,< 5'0'',No,No,Yes,,Resisting Lawful Arrest,No | No | No | No | No | No
FTN2019-0051,2/7/2019,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,2,1,Hands | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,Black | White,Female | Female,49 | 23,31 | 6,0 feet to 1 feet,Female,Black,22,Medium,5'4'' to 5'6'',No,No,Yes,,Refusal of Verbal Commands,No | Yes
FTN2018-0467,12/24/2018,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2,Firearm (Exhibited),L1,None detected | None detected,Yes,Black,Male,35,6,7 feet to 10 feet | 7 feet to 10 feet,Male | Male,Black | Black,16 | 15,Small | Small,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Weapon Exhibited,No
FTN2019-0139,4/8/2019,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,2,1,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,Black | White,Female | Male,34 | 45,14 | 16,0 feet to 1 feet,Male,Black,57,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2019-0099,3/14/2019,FOB - Field Operations Bureau,7th District,Task Force,Unknown,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,2,1,Hands | Hands,L1 | L1,None detected,No | No,Black | White,Male | Male,42 | 35,17 | 9,0 feet to 1 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,Yes | No
FTN2019-0180,5/17/2019,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,3,1,Firearm (Discharged) | Firearm (Discharged) | Firearm (Discharged),L4 | L4 | L4,Unknown,Yes | Yes | Yes,Asian/Pacific Islander | White | Black,Male | Male | Male,25 | 28 | 49,8 | 8 | 7,22 feet to 25 feet,Male,Black,40,XLarge,6'1'' to 6'3'',Yes,No,No,,Weapon Exhibited,No | No | No
FTN2018-0159,4/30/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,White,Male,40,17,0 feet to 1 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2020-0312,10/24/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Light,2,1,Force (Escort Tech) | Force (Escort Tech),L1 | L1,Mentally unstable,Yes | Yes,Black | Black,Male | Male,50 | 50,28 | 26,0 feet to 1 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | Yes
FTN2021-0085,3/23/2021,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,1,1,Firearm (Exhibited),L1,None detected,Yes,Hispanic,Male,23,4,1 feet to 3 feet,Male,Black,36,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2017-0244,5/16/2017,FOB - Field Operations Bureau,1st District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,28,8,1 feet to 3 feet,Male,Black,53,Small,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2020-0229,8/7/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,37,6,11 feet to 14 feet,Male,Black,14,,< 5'0'',No,Yes,No,,Resisting Lawful Arrest,No
FTN2017-0325,6/26/2017,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,2,1,Force (Take Down) | Force (Take Down),L2 | L2,Alchohol and unknown drugs,Yes | Yes,White | White,Female | Male,37 | 52,9 | 8,0 feet to 1 feet,Male,Black,49,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2021-0302,9/25/2021,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Not Authorized,Other,Poor,Other,1,1,Head Strike (No Wep),L3,Mentally unstable,Yes,Black,Male,62,15,0 feet to 1 feet,Male,Black,20,,5'10'' to 6'0'',Yes,Yes,No,,Other,No
FTN2017-0393,8/4/2017,FOB - Field Operations Bureau,7th District,Task Force,Unknown,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,3,1,Force (Take Down) | CEW Exhibited/Laser | Force (Take Down),L2 | L1 | L2,Unknown,Yes | No | Yes,Black | Black | Black,Male | Male | Male,30 | 31 | 31,15 | 14 | 14,1 feet to 3 feet,Male,Black,0,Medium,5'10'' to 6'0'',No,No,Yes,,Escape,No | No | No
FTN2018-0183,5/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,4,3,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1,Unknown | Unknown | Unknown,Yes | Yes | Yes | Yes,Black | Black | White | White,Male | Male | Male | Male,29 | 30 | 34 | 30,14 | 11 | 9 | 9,11 feet to 14 feet | 11 feet to 14 feet | 11 feet to 14 feet,Male | Male | Male,White | Black | Black,32 | 18 | 39,Small | Small | Small,5'4'' to 5'6'' | 5'4'' to 5'6'' | 5'4'' to 5'6'',No | No | No,No | No | No,Yes | Yes | Yes,,Refusal of Verbal Commands,No | No | No | No
FTN2018-0010,1/11/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,Unknown,No,Black,Male,38,17,4 feet to 6 feet,Male,Black,0,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2016-0575,11/21/2016,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1,CEW Exhibited/Laser,L1,Unknown,Yes,Black,Male,32,17,1 feet to 3 feet,Male,Black,0,Medium,5'10'' to 6'0'',No,No,Yes,,Refusal of Verbal Commands,No
FTN2021-0052,2/18/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1,Firearm (Exhibited),L1,None detected,Yes,White,Male,61,33,11 feet to 14 feet,Male,Black,27,Medium,,No,No,No,,Other,No
FTN2017-0122,3/8/2017,FOB - Field Operations Bureau,7th District,Task Force,Unknown,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,2,1,Hands | Force (Take Down),L1 | L2,Unknown Drugs,Yes | Yes,White | White,Male | Male,33 | 33,9 | 9,1 feet to 3 feet,Male,White,47,Medium,5'0'' to 5'3'',Yes,No,Yes,,Resisting Lawful Arrest,Yes | Yes
FTN2022-0025,1/21/2022,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1,Hands,L1,None detected,Yes,White,Male,38,12,0 feet to 1 feet,Female,Black,27,Small,5'4'' to 5'6'',No,No,No,,Refusal of Verbal Commands,No
FTN2023-0522,12/26/2023,FOB - Field Operations Bureau,8th District,Day Watch,Admin,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,2,1,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,White | White,Male | Male,43 | 48,20 | 25,15 feet to 18 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No | No
FTN2020-0154,5/27/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1,Takedown (w/injury),L2,Unknown,Yes,Hispanic,Male,40,12,0 feet to 1 feet,Female,Black,42,Large,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,No
FTN2020-0160,6/2/2020,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,,,3,1,Takedown (no injury) | Takedown (no injury) | Hands,L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes,White | White | Hispanic,Female | Female | Male,48 | 49 | 22,8 | 12 | 4,0 feet to 1 feet,Male,White,35,Medium,5'7'' to 5'9'',No,No,No,,Refusal of Verbal Commands,No | No | No
FTN2017-0527,10/8/2017,FOB - Field Operations Bureau,6th District,A Platoon,,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1,Canine (No Bite),L2,Unknown,Yes,White,Male,49,32,4 feet to 6 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No
FTN2024-0219,6/7/2024,FOB - Field Operations Bureau,2nd District,Unknown,Special Assignment,Regular Working,Between 7am-3pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,3,Firearm (Exhibited),L1,Unknown | Unknown | Unknown,Yes,Black,Male,34,4,1 feet to 3 feet | 1 feet to 3 feet | 1 feet to 3 feet,Male | Male | Male,Black | Black | Black,19 | 16 | 24,Small | Small | Small,5'4'' to 5'6'' | 5'4'' to 5'6'' | 5'4'' to 5'6'',No | No | No,Yes | Yes | Yes,Yes | Yes | Yes,,Resisting Lawful Arrest,No
FTN2017-0495,9/17/2017,FOB - Field Operations Bureau,4th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1,CEW Exhibited/Laser,L1,None detected,Yes,Black,Female,35,8,1 feet to 3 feet,Male,Black,42,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0443,8/24/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Between 7am-3pm,Completed,Use Of Force Not Authorized,Pedestrian Stop,Good,Clear Conditions,1,1,CEW Deployment,L2,None detected,Limited,Black,Male,29,9,4 feet to 6 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0465,9/4/2017,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1,CEW Exhibited/Laser,L1,Unknown,Yes,Black,Female,34,15,4 feet to 6 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
