PIB File Number,Subject Influencing Factors,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested
FTN2021-0285,Unknown,0 feet to 1 feet,Female,Black,33,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2019-0098,Unknown,1 feet to 3 feet,Male,White,30,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0371,Unknown,11 feet to 14 feet,Male,Black,29,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2021-0245,Unknown,22 feet to 25 feet ,Male ,Black ,46 ,Medium ,Unknown,No ,No ,No 
FTN2021-0245,Unknown, 22 feet to 25 feet, Male, Black, 27, Medium,Unknown, No, No, No
FTN2021-0370,Alchohol and unknown drugs,1 feet to 3 feet,Male,Asian,37,Small,5'10'' to 6'0'',No,No,Yes
FTN2020-0141,None detected,0 feet to 1 feet,Female,Black,35,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0375,Unknown,0 feet to 1 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0374,Unknown,0 feet to 1 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,No
FTN2021-0048,Unknown,7 feet to 10 feet,Male,Black,32,Unknown,Unknown,No,No,No
FTN2020-0272,Mentally unstable,4 feet to 6 feet,Female,White,42,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0100,Unknown,0 feet to 1 feet,Male,Black,32,Medium,5'10'' to 6'0'',Yes,No,Yes
FTN2018-0093,Mentally unstable,0 feet to 1 feet,Male,Black,46,Small,5'7'' to 5'9'',Yes,Yes,No
FTN2019-0358,Unknown,0 feet to 1 feet,Male,Black,64,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2017-0529,Mentally unstable,0 feet to 1 feet,Male,Black,9,Small,< 5'0'',No,Yes,No
FTN2021-0383,Unknown Drugs ,0 feet to 1 feet ,Male ,Black ,18 ,Medium ,5'10'' to 6'0'' ,Yes ,No ,Yes 
FTN2021-0383, Unknown Drugs, 0 feet to 1 feet, Male, Black, 36, Medium, 5'10'' to 6'0'', Yes, No, Yes
FTN2018-0383,None detected,0 feet to 1 feet,Male,Black,22,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2018-0018,None detected,0 feet to 1 feet,Male,Black,16,Small,5'7'' to 5'9'',No,Yes,Yes
FTN2019-0041,Unknown ,11 feet to 14 feet ,Female ,Black ,40 ,Small ,< 5'0'' ,No ,No ,Yes 
FTN2019-0041, Unknown , 11 feet to 14 feet , Male , Black , 31 , Small , < 5'0'' , No , No , Yes 
FTN2019-0041, Unknown, 11 feet to 14 feet, Male, Black, , Small, < 5'0'', No, No, Yes
FTN2017-0108,Alchohol ,1 feet to 3 feet ,Male ,Black ,22 ,Large ,5'7'' to 5'9'' ,Yes ,No ,Yes 
FTN2017-0108, Alchohol, 1 feet to 3 feet, Male, Black, 32, Large, 5'7'' to 5'9'', Yes, No, Yes
FTN2020-0148,Unknown,7 feet to 10 feet,Male,White,51,Medium,5'7'' to 5'9'',No,No,No
FTN2022-0054,Mentally unstable,1 feet to 3 feet,Female,Black,28,Large,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0221,None detected,4 feet to 6 feet,Male,Black,14,Small,5'4'' to 5'6'',No,No,Yes
FTN2018-0435,None detected,1 feet to 3 feet,Female,Black,40,Small,5'0'' to 5'3'',No,No,Yes
FTN2022-0011,Alchohol and unknown drugs,4 feet to 6 feet,Male,Black,49,Medium,5'7'' to 5'9'',No,No,Yes
FTN2024-0091,Unknown Drugs,4 feet to 6 feet,Male,Black,49,Medium,6'1'' to 6'3'',No,No,Yes
FTN2018-0382,None detected,7 feet to 10 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0065,Unknown,11 feet to 14 feet,Male,Black,38,Medium,5'7'' to 5'9'',No,No,No
FTN2021-0115,None detected,0 feet to 1 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0295,Unknown ,0 feet to 1 feet ,Male ,Black ,23 ,Large ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2018-0295, Unknown, 0 feet to 1 feet, Male, White, 23, Large, 5'10'' to 6'0'', No, No, Yes
FTN2018-0191,Mentally unstable,0 feet to 1 feet,Male,Black,38,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2018-0412,Mentally unstable,0 feet to 1 feet,Female,Black,17,Medium,5'7'' to 5'9'',No,Yes,No
FTN2017-0011,None detected ,1 feet to 3 feet ,Male ,Black ,25 ,Small ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2017-0011, None detected, 1 feet to 3 feet, Male, Black, 19, Small, 5'10'' to 6'0'', No, No, Yes
FTN2021-0316,Mentally unstable,1 feet to 3 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0408,Alchohol and unknown drugs,0 feet to 1 feet,Female,White,35,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2018-0124,Unknown ,7 feet to 10 feet ,Male ,Black ,30 ,Large ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2018-0124, Unknown , 7 feet to 10 feet , Female , Black , 31 , Large , 5'10'' to 6'0'' , No , No , Yes 
FTN2018-0124, Unknown, 7 feet to 10 feet, Female, , 40, Large, 5'10'' to 6'0'', No, No, Yes
FTN2019-0377,Unknown,1 feet to 3 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0557,Mentally unstable,0 feet to 1 feet,Female,Black,13,Medium,5'7'' to 5'9'',No,Yes,No
FTN2020-0308,Mentally unstable,1 feet to 3 feet,Female,Black,29,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2020-0332,None detected,0 feet to 1 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0339,Mentally unstable,0 feet to 1 feet,Female,Black,28,Medium,5'4'' to 5'6'',No,Yes,No
FTN2019-0264,Mentally unstable,0 feet to 1 feet,Male,White,Unknown,Medium,5'7'' to 5'9'',No,Yes,No
FTN2019-0312,Alchohol,0 feet to 1 feet,Male,Black,52,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2018-0432,Mentally unstable,1 feet to 3 feet,Female,Black,25,Small,< 5'0'',No,No,Yes
FTN2019-0051,Unknown,0 feet to 1 feet,Female,Black,22,Medium,5'4'' to 5'6'',No,No,Yes
FTN2018-0467,None detected ,7 feet to 10 feet ,Male ,Black ,16 ,Small ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2018-0467, None detected, 7 feet to 10 feet, Male, Black, 15, Small, 5'10'' to 6'0'', No, No, Yes
FTN2019-0139,Unknown,0 feet to 1 feet,Male,Black,57,Medium,6'1'' to 6'3'',No,Yes,Yes
FTN2019-0099,None detected,0 feet to 1 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0180,Unknown,22 feet to 25 feet,Male,Black,40,XLarge,6'1'' to 6'3'',Yes,No,No
FTN2018-0159,Unknown,0 feet to 1 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0312,Mentally unstable,0 feet to 1 feet,Male,Black,29,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0085,None detected,1 feet to 3 feet,Male,Black,36,Medium,5'4'' to 5'6'',No,No,Yes
FTN2017-0244,Unknown,1 feet to 3 feet,Male,Black,53,Small,5'10'' to 6'0'',No,No,Yes
FTN2020-0229,Unknown,11 feet to 14 feet,Male,Black,14,Unknown,< 5'0'',No,Yes,No
FTN2017-0325,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,49,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2021-0302,Mentally unstable,0 feet to 1 feet,Male,Black,20,Unknown,5'10'' to 6'0'',Yes,Yes,No
FTN2017-0393,Unknown,1 feet to 3 feet,Male,Black,0,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0183,Unknown ,11 feet to 14 feet ,Male ,White ,32 ,Small ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2018-0183, Unknown , 11 feet to 14 feet , Male , Black , 18 , Small , 5'4'' to 5'6'' , No , No , Yes 
FTN2018-0183, Unknown, 11 feet to 14 feet, Male, Black, 39, Small, 5'4'' to 5'6'', No, No, Yes
FTN2018-0010,Unknown,4 feet to 6 feet,Male,Black,0,Medium,5'10'' to 6'0'',No,No,Yes
FTN2016-0575,Unknown,1 feet to 3 feet,Male,Black,0,Medium,5'10'' to 6'0'',No,No,Yes
FTN2021-0052,None detected,11 feet to 14 feet,Male,Black,27,Medium,Unknown,No,No,No
FTN2017-0122,Unknown Drugs,1 feet to 3 feet,Male,White,47,Medium,5'0'' to 5'3'',Yes,No,Yes
FTN2022-0025,None detected,0 feet to 1 feet,Female,Black,27,Small,5'4'' to 5'6'',No,No,No
FTN2023-0522,Unknown,15 feet to 18 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0154,Unknown,0 feet to 1 feet,Female,Black,42,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2020-0160,Mentally unstable,0 feet to 1 feet,Male,White,35,Medium,5'7'' to 5'9'',No,No,No
FTN2017-0527,Unknown,4 feet to 6 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes
FTN2024-0219,Unknown ,1 feet to 3 feet ,Male ,Black ,19 ,Small ,5'4'' to 5'6'' ,No ,Yes ,Yes 
FTN2024-0219, Unknown , 1 feet to 3 feet , Male , Black , 16 , Small , 5'4'' to 5'6'' , No , Yes , Yes 
FTN2024-0219, Unknown, 1 feet to 3 feet, Male, Black, 24, Small, 5'4'' to 5'6'', No, Yes, Yes
FTN2017-0495,None detected,1 feet to 3 feet,Male,Black,42,Medium,6'1'' to 6'3'',No,No,Yes
FTN2017-0443,None detected,4 feet to 6 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,Yes
FTN2017-0465,Unknown,4 feet to 6 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0566,Unknown Drugs,1 feet to 3 feet,Male,Black,46,Medium,5'4'' to 5'6'',No,No,Yes
FTN2018-0261,None detected ,4 feet to 6 feet ,Male ,Black ,31 ,Small ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2018-0261, None detected , 4 feet to 6 feet , Male , Black , 27 , Small , 5'4'' to 5'6'' , No , No , Yes 
FTN2018-0261, None detected, 4 feet to 6 feet, Male, Black, 30, Small, 5'4'' to 5'6'', No, No, Yes
FTN2017-0589,Alchohol and unknown drugs,0 feet to 1 feet,Female,Black,37,Small,5'0'' to 5'3'',Yes,Yes,Yes
FTN2020-0351,Unknown,1 feet to 3 feet,Male,Hispanic,23,Small,5'4'' to 5'6'',No,No,Yes
FTN2018-0315,None detected ,4 feet to 6 feet ,Female ,Black ,27 ,Small ,5'0'' to 5'3'' ,No ,No ,No 
FTN2018-0315, None detected , 4 feet to 6 feet , Female , Black , 31 , Small , 5'0'' to 5'3'' , No , No , No 
FTN2018-0315, None detected, 4 feet to 6 feet, Male, Black, 18, Small, 5'0'' to 5'3'', No, No, No
FTN2022-0288,Mentally unstable,0 feet to 1 feet,Male,White,33,Large,5'10'' to 6'0'',Yes,Yes,No
FTN2018-0048,Unknown Drugs,4 feet to 6 feet,Male,Black,45,Medium,5'0'' to 5'3'',Yes,Yes,Yes
FTN2022-0306,Unknown Drugs,0 feet to 1 feet,Female,Black,14,Medium,5'0'' to 5'3'',No,Yes,Yes
FTN2022-0024,None detected,11 feet to 14 feet,Female,Black,40,Small,5'0'' to 5'3'',No,No,No
FTN2021-0236,None detected ,0 feet to 1 feet ,Male ,Black ,24 ,Small ,5'7'' to 5'9'' ,Yes ,No ,Yes 
FTN2021-0236, None detected, 0 feet to 1 feet, Male, Black, 27, Small, 5'7'' to 5'9'', Yes, No, Yes
FTN2017-0118,Unknown,1 feet to 3 feet,Male,Black,1,Medium,5'10'' to 6'0'',No,No,No
FTN2017-0279,None detected,0 feet to 1 feet,Male,Black,34,Medium,5'10'' to 6'0'',Yes,No,Yes
FTN2017-0630,None detected ,11 feet to 14 feet ,Male ,Black ,19 ,Medium ,Unknown,No ,No ,Yes 
FTN2017-0630, None detected , 11 feet to 14 feet , Male , Black , 14 , Medium ,Unknown, No , No , Yes 
FTN2017-0630, None detected , 11 feet to 14 feet , Male , Black , 17 , Medium ,Unknown, No , No , Yes 
FTN2017-0630, None detected, 11 feet to 14 feet, Male, Black, 14, Medium,Unknown, No, No, Yes
FTN2017-0634,Unknown,4 feet to 6 feet,Male,Black,36,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0646,Unknown,4 feet to 6 feet,Male,Black,22,Medium,6'1'' to 6'3'',No,No,No
FTN2017-0001,Mentally unstable,0 feet to 1 feet,Male,White,29,Medium,6'1'' to 6'3'',No,Yes,No
FTN2018-0082,None detected,15 feet to 18 feet,Male,Black,41,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2018-0089,Mentally unstable,7 feet to 10 feet,Male,Unknown,Unknown,Medium,5'7'' to 5'9'',No,Yes,No
FTN2022-0210,Unknown,0 feet to 1 feet,Male,Black,15,Small,5'4'' to 5'6'',Yes,Yes,Yes
FTN2022-0215,Unknown ,0 feet to 1 feet ,Male ,Black ,39 ,Small ,5'0'' to 5'3'' ,Yes ,No ,Yes 
FTN2022-0215, Unknown, 0 feet to 1 feet, Male, Black, 0, Small, 5'0'' to 5'3'', Yes, No, Yes
FTN2017-0511,None detected,0 feet to 1 feet,Male,Black,19,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2017-0512,Unknown ,7 feet to 10 feet ,Male ,Black ,0 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2017-0512, Unknown , 7 feet to 10 feet , Male , Black , 24 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2017-0512, Unknown, 7 feet to 10 feet, Male, Black, 23, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2017-0538,Unknown Drugs,11 feet to 14 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes
FTN2017-0553,Mentally unstable,0 feet to 1 feet,Male,Black,61,Small,5'4'' to 5'6'',No,Yes,No
FTN2017-0559,Mentally unstable,4 feet to 6 feet,Male,Black,37,XLarge,5'10'' to 6'0'',No,No,Yes
FTN2017-0558,None detected,0 feet to 1 feet,Male,Black,16,Small,5'4'' to 5'6'',Yes,Yes,Yes
FTN2017-0572,None detected,11 feet to 14 feet,Male,Black,32,Medium,5'4'' to 5'6'',No,No,Yes
FTN2017-0123,None detected,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,No
FTN2017-0584,Unknown,7 feet to 10 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2017-0583,None detected,7 feet to 10 feet,Male,Black,14,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2022-0091,None detected,15 feet to 18 feet,Male,Black,26,XLarge,5'10'' to 6'0'',No,No,No
FTN2018-0466,Unknown Drugs,0 feet to 1 feet,Male,Black,22,Small,6'1'' to 6'3'',Yes,Yes,Yes
FTN2021-0012,Unknown,7 feet to 10 feet,Male,Black,23,Medium,5'7'' to 5'9'',No,No,No
FTN2022-0088,Unknown Drugs ,7 feet to 10 feet ,Male ,Black ,25 ,Medium ,5'10'' to 6'0'' ,No ,Yes ,Yes 
FTN2022-0088, Unknown Drugs, 7 feet to 10 feet, Male, Black, 17, Medium, 5'10'' to 6'0'', No, Yes, Yes
FTN2019-0314,Unknown,0 feet to 1 feet,Male,Black,30,Small,5'7'' to 5'9'',No,No,Yes
FTN2019-0239,Unknown Drugs,1 feet to 3 feet,Male,Black,23,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0065,None detected,7 feet to 10 feet,Male,Black,62,Small,5'10'' to 6'0'',No,No,Yes
FTN2019-0067,Unknown,11 feet to 14 feet,Male,Black,37,Medium,6'1'' to 6'3'',No,Yes,Yes
FTN2019-0074,Unknown Drugs,0 feet to 1 feet,Male,White,19,Medium,5'10'' to 6'0'',No,No,Yes
FTN2020-0146,Unknown,0 feet to 1 feet,Male,White,25,Medium,Unknown,No,No,No
FTN2020-0190,None detected,4 feet to 6 feet,Male,Black,37,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2020-0196,Unknown,0 feet to 1 feet,Male,Black,Unknown,Medium,5'10'' to 6'0'',No,No,Yes
FTN2020-0198,Mentally unstable,1 feet to 3 feet,Male,Unknown,52,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2020-0211,Unknown,15 feet to 18 feet,Male,Black,45,Medium,5'10'' to 6'0'',No,No,No
FTN2020-0212,None detected,15 feet to 18 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,No,No
FTN2020-0213,None detected,0 feet to 1 feet,Male,Black,19,Small,5'7'' to 5'9'',Yes,Yes,No
FTN2020-0215,Unknown,1 feet to 3 feet,Male,Black,41,Medium,6'1'' to 6'3'',No,No,Yes
FTN2020-0218,Unknown,7 feet to 10 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2020-0228,Mentally unstable,1 feet to 3 feet,Female,Black,36,Large,5'0'' to 5'3'',No,No,Yes
FTN2020-0230,Mentally unstable,1 feet to 3 feet,Female,Black,41,Medium,5'0'' to 5'3'',No,Yes,No
FTN2020-0247,Unknown ,22 feet to 25 feet ,Male ,Black ,14 ,Small ,5'0'' to 5'3'' ,Yes ,Yes ,Yes 
FTN2020-0247, Unknown , 22 feet to 25 feet , Male , Black , 17 , Small , 5'0'' to 5'3'' , Yes , Yes , Yes 
FTN2020-0247, Unknown, 22 feet to 25 feet, Male, Black, , Small, 5'0'' to 5'3'', Yes, Yes, Yes
FTN2016-0650,Mentally unstable,4 feet to 6 feet,Male,Black,24,Large,6'1'' to 6'3'',No,Yes,No
FTN2020-0258,None detected,1 feet to 3 feet,Male,Black,34,Large,5'7'' to 5'9'',No,No,Yes
FTN2020-0257,Mentally unstable,Unknown,Male,Black,23,Small,5'4'' to 5'6'',Yes,Yes,No
FTN2020-0260,None detected,4 feet to 6 feet,Male,Black,30,Large,5'10'' to 6'0'',No,No,Yes
FTN2020-0262,Mentally unstable,1 feet to 3 feet,Female,Black,18,Small,5'0'' to 5'3'',No,Yes,No
FTN2020-0264,Mentally unstable,0 feet to 1 feet,Male,White,37,Medium,5'7'' to 5'9'',No,No,No
FTN2020-0267,Unknown,0 feet to 1 feet,Male,Black,24,Small,6'1'' to 6'3'',No,No,Yes
FTN2020-0303,None detected ,11 feet to 14 feet ,Female ,Black ,59 ,Medium ,5'0'' to 5'3'' ,No ,No ,Yes 
FTN2020-0303, None detected , 11 feet to 14 feet , Male , Black , 14 , Medium , 5'0'' to 5'3'' , No , No , Yes 
FTN2020-0303, None detected, 11 feet to 14 feet, Male, Black, 57, Medium, 5'0'' to 5'3'', No, No, Yes
FTN2018-0442,Mentally unstable,0 feet to 1 feet,Male,Black,29,Small,5'0'' to 5'3'',No,No,Yes
FTN2020-0281,Mentally unstable,1 feet to 3 feet,Female,Black,41,Medium,5'0'' to 5'3'',No,Yes,No
FTN2020-0286,None detected,0 feet to 1 feet,Male,Black,0,Small,5'4'' to 5'6'',Yes,No,Yes
FTN2021-0332,None detected,0 feet to 1 feet,Male,Black,24,Medium,5'10'' to 6'0'',Yes,No,Yes
FTN2021-0336,Unknown,0 feet to 1 feet,Male,Black,0,Medium,6'1'' to 6'3'',No,Yes,Yes
FTN2021-0350,None detected,7 feet to 10 feet,Male,Black,36,Large,5'7'' to 5'9'',No,No,No
FTN2018-0013,Unknown,1 feet to 3 feet,Male,Black,Unknown,Small,5'4'' to 5'6'',No,No,No
FTN2021-0229,Unknown,11 feet to 14 feet,Female,Black,23,Medium,5'4'' to 5'6'',No,No,Yes
FTN2021-0365,Unknown,0 feet to 1 feet,Male,Black,26,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2021-0160,Unknown,7 feet to 10 feet,Male,Asian,42,Medium,5'4'' to 5'6'',No,No,Yes
FTN2018-0044,Unknown,15 feet to 18 feet,Male,Black,43,Small,5'4'' to 5'6'',Yes,Yes,Yes
FTN2021-0396,None detected,11 feet to 14 feet,Male,Black,38,Small,5'7'' to 5'9'',No,No,No
FTN2021-0414,None detected,0 feet to 1 feet,Male,Black,22,Small,5'10'' to 6'0'',No,No,Yes
FTN2017-0438,Unknown,7 feet to 10 feet,Male,Black,22,Medium,5'10'' to 6'0'',No,No,Yes
FTN2021-0422,None detected,1 feet to 3 feet,Male,Black,16,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0544,Mentally unstable,4 feet to 6 feet,Male,Black,31,Large,5'10'' to 6'0'',No,No,No
FTN2018-0257,None detected,1 feet to 3 feet,Male,Black,31,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0023,Unknown,0 feet to 1 feet,Male,Race-Unknown,38,Medium,5'10'' to 6'0'',Yes,No,No
FTN2022-0036,Unknown,0 feet to 1 feet,Male,Black,22,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0042,Mentally unstable,0 feet to 1 feet,Female,Black,12,Large,5'4'' to 5'6'',No,Yes,No
FTN2022-0003,Alchohol,1 feet to 3 feet,Male,White,Unknown,Medium,5'7'' to 5'9'',No,No,No
FTN2022-0051,Mentally unstable,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,Yes,No
FTN2019-0086,None detected,0 feet to 1 feet,Male,Black,20,Small,5'7'' to 5'9'',Yes,Yes,Yes
FTN2019-0088,Unknown,11 feet to 14 feet,Male,Black,63,Small,5'10'' to 6'0'',No,No,Yes
FTN2018-0232,None detected,0 feet to 1 feet,Male,Black,28,Small,5'7'' to 5'9'',No,No,Yes
FTN2019-0272,Unknown,1 feet to 3 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,Yes
FTN2019-0109,None detected,0 feet to 1 feet,Male,Black,29,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0116,Mentally unstable,15 feet to 18 feet,Male,White,70,Small,5'7'' to 5'9'',No,Yes,No
FTN2019-0118,Unknown ,0 feet to 1 feet ,Female ,Black ,13 ,Small ,5'0'' to 5'3'' ,No ,No ,Yes 
FTN2019-0118, Unknown , 0 feet to 1 feet , Male , Black , 12 , Small , 5'0'' to 5'3'' , No , No , Yes 
FTN2019-0118, Unknown, 0 feet to 1 feet, Male, Black, 11, Small, 5'0'' to 5'3'', No, No, Yes
FTN2019-0128,Unknown ,4 feet to 6 feet ,Male ,Black ,43 ,Medium ,6'1'' to 6'3'' ,No ,No ,Yes 
FTN2019-0128, Unknown, 4 feet to 6 feet, Male, Black, 41, Medium, 6'1'' to 6'3'', No, No, Yes
FTN2018-0205,Unknown,15 feet to 18 feet,Male,Black,39,Medium,6'1'' to 6'3'',Yes,Yes,Yes
FTN2019-0389,Unknown,4 feet to 6 feet,Male,Black,24,Large,5'7'' to 5'9'',No,No,No
FTN2021-0417,Unknown,Unknown,Male,Black,31,Unknown,Unknown,No,No,Yes
FTN2019-0202,Mentally unstable,7 feet to 10 feet,Male,Black,21,Medium,6'1'' to 6'3'',No,Yes,No
FTN2022-0204,None detected,22 feet to 25 feet,Male,Black,15,Small,5'10'' to 6'0'',No,No,Yes
FTN2020-0336,None detected,0 feet to 1 feet,Male,Black,34,Large,5'10'' to 6'0'',No,No,Yes
FTN2020-0309,None detected ,11 feet to 14 feet ,Male ,Black ,16 ,Medium ,5'0'' to 5'3'' ,No ,No ,Yes 
FTN2020-0309, None detected , 11 feet to 14 feet , Male , Black , 21 , Medium , 5'0'' to 5'3'' , No , No , Yes 
FTN2020-0309, None detected, 11 feet to 14 feet, Female, Black, 21, Medium, 5'0'' to 5'3'', No, No, Yes
FTN2021-0131,Unknown,0 feet to 1 feet,Male,Black,49,Medium,6'1'' to 6'3'',Yes,No,No
FTN2020-0315,Mentally unstable,1 feet to 3 feet,Male,Black,26,Large,5'7'' to 5'9'',No,Yes,No
FTN2020-0316,Unknown Drugs,0 feet to 1 feet,Male,Black,40,Medium,> 6'3'',Yes,Yes,Yes
FTN2018-0279,Unknown ,1 feet to 3 feet ,Male ,Black ,17 ,Small ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2018-0279, Unknown, 1 feet to 3 feet, Male, Black, 17, Small, 5'4'' to 5'6'', No, No, Yes
FTN2020-0337,Mentally unstable,0 feet to 1 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,Yes,No
FTN2020-0338,None detected,7 feet to 10 feet,Male,Black,27,Small,5'7'' to 5'9'',No,No,Yes
FTN2020-0348,None detected,11 feet to 14 feet,Male,Black,15,Medium,5'10'' to 6'0'',No,No,Yes
FTN2020-0353,Mentally unstable,0 feet to 1 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,Yes,No
FTN2018-0286,Mentally unstable,1 feet to 3 feet,Female,White,37,XLarge,5'0'' to 5'3'',No,Yes,Yes
FTN2020-0366,Unknown,1 feet to 3 feet,Male,Black,44,Medium,5'4'' to 5'6'',No,No,Yes
FTN2020-0372,None detected,4 feet to 6 feet,Male,Black,21,Small,5'4'' to 5'6'',No,No,Yes
FTN2019-0181,None detected,0 feet to 1 feet,Male,Black,16,Small,5'4'' to 5'6'',No,No,Yes
FTN2020-0380,None detected,1 feet to 3 feet,Male,Black,32,Medium,6'1'' to 6'3'',No,No,Yes
FTN2021-0001,Alchohol,0 feet to 1 feet,Female,White,30,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0206,None detected,1 feet to 3 feet,Male,Black,31,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0017,Mentally unstable,0 feet to 1 feet,Male,White,68,Medium,5'7'' to 5'9'',Yes,No,No
FTN2021-0020,Unknown,19 feet to 21 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0023,Mentally unstable,0 feet to 1 feet,Male,Black,58,Medium,< 5'0'',Yes,Yes,No
FTN2021-0024,None detected,0 feet to 1 feet,Female,Black,17,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2021-0029,Unknown,4 feet to 6 feet,Male,Black,Unknown,Small,Unknown,No,No,No
FTN2021-0035,Unknown,7 feet to 10 feet,Male,Black,Unknown,Small,5'10'' to 6'0'',No,No,No
FTN2021-0037,None detected ,7 feet to 10 feet ,Male ,Black ,25 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2021-0037, None detected , 7 feet to 10 feet , Male , Black , 22 , Medium , 5'10'' to 6'0'' , No , No , Yes 
FTN2021-0037, None detected, 7 feet to 10 feet, Male, Black, 26, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2022-0063,Mentally unstable,4 feet to 6 feet,Male,White,31,Medium,5'7'' to 5'9'',Yes,Yes,No
FTN2022-0069,Unknown,1 feet to 3 feet,Male,Black,31,Medium,6'1'' to 6'3'',No,No,Yes
FTN2019-0248,None detected,7 feet to 10 feet,Male,Black,45,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2021-0238,Unknown,15 feet to 18 feet,Male,Black,17,Medium,5'4'' to 5'6'',No,Yes,Yes
FTN2022-0076,Unknown,1 feet to 3 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0077,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,50,Small,5'4'' to 5'6'',No,Yes,No
FTN2022-0078,None detected,0 feet to 1 feet,Male,Black,34,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0083,None detected,0 feet to 1 feet,Male,Black,31,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0103,Mentally unstable,0 feet to 1 feet,Male,Black,55,Small,5'7'' to 5'9'',Yes,Yes,Yes
