PIB File Number,Use of Force Type,Use of Force Level,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Officer Injured
FTN2016-0464,Firearm (Exhibited),L1,Yes,White,Male,46,30,No
FTN2016-0519,CEW Exhibited/Laser,L1,Yes,Black,Female,47,30,No
FTN2016-0173,Hands,L1,No,Black,Female,47,30,No
FTN2016-0173,CEW Deployment,L2,Yes,Black,Female,47,30,No
FTN2017-0067,CEW Exhibited/Laser,L1,Yes,Black,Female,48,30,No
FTN2017-0634,CEW Exhibited/Laser,L1,Yes,Black,Female,48,30,No
FTN2017-0197,Hands,L1,No,Black,Female,48,30,No
FTN2017-0313,Firearm (Discharged),L4,Yes,Black,Female,48,30,No
FTN2017-0334,CEW Deployment,L2,No,Black,Female,48,30,No
FTN2017-0619,CEW Exhibited/Laser,L1,Yes,Black,Female,48,30,No
FTN2017-0456,CEW Deployment,L2,No,Black,Female,48,30,No
FTN2017-0261,CEW Exhibited/Laser,L1,Yes,Black,Female,48,30,No
FTN2017-0261,Firearm (Exhibited),L1,No,Black,Female,48,30,No
FTN2016-0574,Hands,L1,Yes,Black,Male,51,30,No
FTN2021-0403,Other,L1,No,Black,Male,52,30,No
FTN2016-0570,Hands,L1,Yes,Black,Male,53,30,No
FTN2018-0377,Hands,L1,No,Black,Male,53,30,No
FTN2018-0377,Head Strike (No Wep),L3,No,Black,Male,53,30,No
FTN2016-0103,Firearm (Exhibited),L1,Yes,Black,Male,46,31,No
FTN2017-0017,Force (Escort Tech),L1,Yes,Black,Female,47,31,No
FTN2019-0051,Hands,L1,Yes,Black,Female,49,31,No
FTN2016-0563,Firearm (Exhibited),L1,Yes,White,Male,52,31,No
FTN2017-0107,Firearm (Exhibited),L1,Yes,White,Male,53,31,No
FTN2021-0332,Hands (with injury),L2,No,White,Male,57,31,No
FTN2018-0060,Hands,L1,Yes,White,Male,63,31,No
FTN2018-0060,Head Strike (No Wep),L3,Yes,White,Male,63,31,No
FTN2016-0020,Firearm (Exhibited),L1,Yes,White,Male,46,32,No
FTN2016-0122,Other,L1,Yes,White,Male,46,32,No
FTN2016-0508,Other,L1,Yes,Black,Male,47,32,No
FTN2016-0015,Force (Take Down),L2,Yes,White,Male,48,32,No
FTN2016-0103,Canine (No Bite),L1,Yes,White,Male,48,32,No
FTN2016-0069,Canine (No Bite),L1,Yes,White,Male,48,32,No
FTN2016-0132,Canine (No Bite),L1,Yes,White,Male,48,32,No
FTN2016-0340,Canine (No Bite),L1,Yes,White,Male,48,32,No
FTN2017-0005,Hands,L1,No,Black,Male,48,32,Yes
FTN2016-0034,Canine (No Bite),L1,Yes,White,Male,48,32,No
FTN2016-0441,Canine (No Bite),L2,Yes,White,Male,48,32,No
FTN2016-0457,Other,L2,Yes,White,Male,48,32,No
FTN2017-0326,Firearm (Exhibited),L1,No,Black,Male,49,32,No
FTN2017-0596,Canine (No Bite),L2,Yes,White,Male,49,32,No
FTN2017-0540,Canine (No Bite),L2,Yes,White,Male,49,32,No
FTN2017-0527,Canine (No Bite),L2,Yes,White,Male,49,32,No
FTN2017-0514,Force (Escort Tech),L1,No,Black,Male,49,32,No
FTN2017-0514,Hands,L1,Yes,Black,Male,49,32,No
FTN2017-0297,Canine (No Bite),L2,Yes,White,Male,49,32,No
FTN2017-0023,Canine (No Bite),L2,Yes,White,Male,49,32,No
FTN2017-0027,Canine (No Bite),L2,Yes,White,Male,49,32,No
FTN2017-0053,Canine (No Bite),L2,Yes,White,Male,49,32,No
FTN2017-0007,Canine (No Bite),L2,No,White,Male,49,32,No
FTN2019-0131,Firearm (Exhibited),L1,Yes,Black,Male,50,32,No
FTN2019-0057,Firearm (Exhibited),L1,Yes,Black,Male,50,32,No
FTN2019-0218,CEW Deployment,L2,Yes,Black,Male,50,32,No
FTN2018-0381,Canine (No Bite),L2,Yes,White,Male,50,32,No
FTN2018-0138,Canine (No Bite),L2,Yes,White,Male,50,32,No
FTN2018-0413,Canine (No Bite),L2,Yes,White,Male,50,32,No
FTN2018-0067,Canine (No Bite),L2,Yes,White,Male,50,32,No
FTN2018-0093,Takedown (w/injury),L2,Yes,Black,Male,50,32,No
FTN2018-0423,Canine (No Bite),L2,Yes,White,Male,50,32,No
FTN2018-0411,Canine (No Bite),L2,Yes,White,Male,50,32,No
FTN2018-0024,Force (Take Down),L2,Yes,White,Male,51,32,Yes
FTN2016-0065,Hands,L1,No,Black,Male,51,32,No
FTN2019-0228,Canine (No Bite),L2,Yes,White,Male,51,32,No
FTN2019-0096,Takedown (no injury),L1,Yes,White,Male,51,32,No
FTN2019-0340,Canine (No Bite),L2,Yes,White,Male,51,32,No
FTN2019-0071,Canine (No Bite),L2,Yes,White,Male,51,32,No
FTN2016-0108,CEW Deployment,L2,No,Black,Male,51,32,No
FTN2020-0014,Canine (Bite),L4,Yes,White,Male,52,32,No
FTN2020-0139,Canine (Bite),L4,Yes,White,Male,52,32,No
FTN2020-0126,Canine (No Bite),L2,Yes,White,Male,52,32,No
FTN2020-0219,Canine (No Bite),L2,Yes,White,Male,52,32,No
FTN2020-0268,Canine (No Bite),L2,Yes,White,Male,52,32,No
FTN2020-0068,Canine (No Bite),L2,Yes,White,Male,52,32,No
FTN2016-0542,Hands,L1,Yes,Black,Male,52,32,No
FTN2016-0204,Firearm (Exhibited),L1,Yes,White,Male,52,32,No
FTN2021-0072,Canine (Bite),L4,Yes,White,Male,53,32,No
FTN2020-0265,Firearm (Exhibited),L1,Yes,White,Male,53,32,No
FTN2020-0377,Firearm (Exhibited),L1,Yes,White,Male,53,32,No
FTN2021-0423,Canine (No Bite),L2,Yes,White,Male,53,32,No
FTN2016-0049,Firearm (Exhibited),L1,No,Black,Male,53,32,No
FTN2021-0002,Canine (No Bite),L2,Yes,White,Male,53,32,No
FTN2021-0072,Canine (No Bite),L2,Yes,White,Male,53,32,No
FTN2019-0032,Firearm (Exhibited),L1,Yes,Hispanic,Male,54,32,No
FTN2018-0031,Other,L1,Yes,White,Male,54,32,No
FTN2021-0404,Hands,L1,Yes,White,Male,54,32,No
FTN2020-0365,Firearm (Exhibited),L1,Yes,Black,Male,55,32,No
FTN2019-0070,Takedown (no injury),L1,Yes,White,Male,55,32,No
FTN2023-0326,Firearm (Exhibited),L1,Yes,White,Male,55,32,No
FTN2023-0061,Hands,L1,Yes,Black,Male,55,32,No
FTN2016-0098,Firearm (Exhibited),L1,Yes,Black,Male,55,32,No
FTN2016-0364,Firearm (Exhibited),L1,Yes,Black,Male,55,32,No
FTN2016-0530,Firearm (Exhibited),L1,Yes,Black,Male,55,32,No
FTN2016-0331,Firearm (Exhibited),L1,Yes,Black,Male,55,32,No
FTN2016-0096,Force (Take Down),L2,Yes,Black,Male,55,32,No
FTN2016-0122,Hands,L1,Yes,Black,Male,55,32,No
FTN2021-0162,Hands,L1,Yes,Hispanic,Male,56,32,No
FTN2022-0034,Firearm (Exhibited),L1,No,White,Male,56,32,No
FTN2022-0421,Firearm (Exhibited),L1,Yes,White,Male,56,32,No
FTN2017-0254,Hands,L1,Yes,Black,Male,57,32,No
FTN2020-0162,CEW Deployment,L2,No,Black,Male,57,32,No
FTN2023-0518,Hands (with injury),L2,Yes,White,Male,57,32,No
FTN2022-0231,Hands,L1,Yes,Black,Male,57,32,No
FTN2023-0057,Hands,L1,Yes,White,Male,57,32,Yes
FTN2021-0318,Firearm (Exhibited),L1,Yes,Black,Male,58,32,No
FTN2018-0224,Head Strike (No Wep),L3,No,Black,Male,58,32,No
FTN2019-0044,Firearm (Exhibited),L1,Yes,Black,Male,58,32,No
FTN2021-0404,Hands,L1,Yes,Black,Male,58,32,No
FTN2021-0233,Hands,L1,Yes,Black,Male,59,32,No
FTN2022-0097,Firearm (Exhibited),L1,Yes,Black,Male,59,32,No
FTN2022-0260,Takedown (no injury),L1,Yes,Black,Male,59,32,No
FTN2022-0286,Firearm (Exhibited),L1,Yes,Black,Male,59,32,No
FTN2022-0234,Firearm (Exhibited),L1,Yes,Black,Male,59,32,No
FTN2022-0483,Firearm (Exhibited),L1,Yes,Black,Male,59,32,No
FTN2023-0053,Force (Escort Tech),L1,Yes,Black,Male,60,32,No
FTN2016-0191,Hands,L1,Yes,Black,Male,48,33,Yes
FTN2016-0191,Force (Take Down),L2,Yes,Black,Male,48,33,Yes
FTN2018-0408,Firearm (Exhibited),L1,No,Black,Male,49,33,No
FTN2018-0084,Force (Take Down),L2,Yes,Black,Male,49,33,No
FTN2018-0084,Other,L3,Yes,Black,Male,49,33,No
FTN2018-0204,Firearm (Exhibited),L1,Yes,Black,Male,49,33,No
FTN2016-0467,Firearm (Exhibited),L1,Yes,White,Male,50,33,No
FTN2017-0343,Hands,L1,Yes,Black,Male,51,33,No
FTN2017-0343,Force (Take Down),L2,Yes,Black,Male,51,33,No
FTN2018-0329,Firearm (Exhibited),L1,Yes,White,Male,52,33,No
FTN2021-0207,Firearm (Exhibited),L1,Yes,Black,Male,55,33,No
FTN2020-0057,Firearm (Exhibited),L1,Yes,White,Male,55,33,No
FTN2022-0119,CEW Deployment,L2,Yes,White,Male,56,33,No
FTN2022-0125,Hands,L1,Yes,White,Male,56,33,No
FTN2022-0187,Takedown (no injury),L1,Yes,White,Male,56,33,No
FTN2022-0187,CEW Deployment,L2,Yes,White,Male,56,33,No
FTN2022-0404,Takedown (no injury),L1,Yes,White,Male,56,33,No
FTN2016-0422,Force (Escort Tech),L1,Yes,White,Male,56,33,No
FTN2022-0347,CEW Exhibited/Laser,L1,Yes,White,Male,56,33,No
FTN2023-0458,Force (Take Down),L2,Yes,White,Male,57,33,No
FTN2017-0108,Firearm (Exhibited),L1,Yes,White,Male,57,33,No
FTN2023-0037,Hands,L1,No,White,Male,57,33,No
FTN2023-0187,Hands,L1,Yes,White,Male,57,33,No
FTN2023-0434,Takedown (no injury),L1,Yes,White,Male,57,33,No
FTN2024-0100,Force (Escort Tech),L1,Yes,White,Male,58,33,No
FTN2024-0100,Hands,L1,Yes,White,Male,58,33,No
FTN2024-0100,Takedown (no injury),L1,Yes,White,Male,58,33,No
FTN2024-0164,Hands,L1,Yes,White,Male,58,33,No
FTN2019-0047,CEW Deployment,L2,Yes,White,Male,59,33,No
FTN2019-0322,Firearm (Exhibited),L1,Yes,White,Male,59,33,No
FTN2019-0047,Baton (strike),L3,No,White,Male,59,33,No
FTN2020-0361,Hands,L1,No,White,Male,60,33,No
FTN2020-0146,Firearm (Exhibited),L1,Yes,White,Male,60,33,No
FTN2021-0107,Hands,L1,Yes,White,Male,61,33,Yes
FTN2021-0107,Takedown (no injury),L1,Yes,White,Male,61,33,Yes
FTN2021-0052,Firearm (Exhibited),L1,Yes,White,Male,61,33,No
FTN2016-0414,Hands,L1,Yes,Black,Male,49,34,No
FTN2019-0203,Force (Escort Tech),L1,Yes,Black,Male,51,34,No
FTN2020-0351,Takedown (no injury),L1,Yes,Black,Male,53,34,No
FTN2017-0093,Force (Take Down),L2,Yes,Black,Male,54,34,No
FTN2016-0206,Hands,L1,Yes,Black,Male,54,34,No
FTN2017-0347,Firearm (Exhibited),L1,Yes,Black,Male,55,34,No
FTN2018-0410,Firearm (Exhibited),L1,Yes,Black,Male,55,34,No
FTN2021-0019,Force (Defense Tech),L2,Yes,Black,Male,57,34,No
FTN2019-0388,CEW Deployment,L4,No,Black,Male,57,34,No
FTN2020-0159,CEW Deployment,L4,Yes,Black,Male,58,34,No
FTN2021-0149,Hands,L1,No,Black,Male,58,34,No
FTN2020-0125,Baton (strike),L3,Yes,Black,Male,58,34,No
FTN2021-0229,Firearm (Exhibited),L1,No,Black,Male,58,34,No
FTN2021-0229,Firearm (Exhibited),L1,Yes,Black,Male,58,34,No
FTN2022-0283,Firearm (Exhibited),L1,Yes,Black,Male,59,34,No
FTN2016-0427,Firearm (Exhibited),L1,Yes,Black,Male,52,35,No
FTN2016-0384,Hands,L1,Yes,Black,Male,52,35,Yes
FTN2017-0552,Hands,L1,Yes,Black,Male,53,35,No
FTN2018-0178,Takedown (no injury),L1,Yes,Black,Male,55,35,No
FTN2018-0260,Hands,L1,Yes,Black,Male,55,35,No
FTN2020-0346,Force (Take Down),L2,Yes,Black,Male,56,35,No
FTN2016-0056,Force (Take Down),L2,Yes,Black,Male,51,36,No
FTN2016-0580,Firearm (Exhibited),L1,Yes,Black,Male,53,36,No
FTN2016-0362,Firearm (Exhibited),L1,Yes,Black,Male,53,36,No
FTN2016-0440,CEW Exhibited/Laser,L1,Yes,Black,Male,53,36,No
FTN2019-0003,Hands,L1,Yes,White,Male,54,36,Yes
FTN2017-0008,Hands,L1,Yes,Hispanic,Male,53,37,Yes
FTN2016-0302,Hands,L1,Yes,White,Male,52,39,No
FTN2020-0359,Takedown (w/injury),L2,Yes,White,Male,21,4,No
FTN2020-0270,Hands,L1,Yes,Black,Male,21,4,No
FTN2020-0384,Firearm (Exhibited),L1,Yes,White,Male,21,4,No
FTN2021-0086,Takedown (w/injury),L2,Yes,White,Male,22,4,No
FTN2021-0028,Hands,L1,Yes,Black,Male,22,4,No
FTN2021-0367,Hands,L1,Yes,White,Male,22,4,No
FTN2021-0348,Firearm (Discharged),L4,No,Black,Male,22,4,No
FTN2021-0112,Firearm (Exhibited),L1,No,White,Male,22,4,No
FTN2020-0292,Force (Escort Tech),L1,No,Hispanic,Male,22,4,Yes
FTN2021-0068,Takedown (no injury),L1,Yes,White,Male,22,4,No
FTN2020-0177,Firearm (Exhibited),L1,Yes,Hispanic,Male,22,4,No
FTN2020-0160,Hands,L1,Yes,Hispanic,Male,22,4,No
FTN2021-0082,Hands (with injury),L2,Yes,White,Male,22,4,No
FTN2020-0159,Hands,L1,No,Black,Male,23,4,Yes
FTN2021-0349,Hands,L1,Yes,Hispanic,Male,23,4,No
FTN2020-0284,Hands,L1,Yes,Black,Male,23,4,No
FTN2021-0360,Firearm (Exhibited),L1,Yes,Hispanic,Male,23,4,No
FTN2021-0412,Firearm (Exhibited),L1,Yes,Hispanic,Male,23,4,No
FTN2022-0026,CEW Deployment,L2,Yes,White,Male,23,4,No
FTN2020-0291,Firearm (Exhibited),L1,Yes,Black,Male,23,4,No
FTN2021-0328,Hands,L1,Yes,White,Male,23,4,No
FTN2020-0356,Firearm (Exhibited),L1,Yes,White,Male,23,4,No
FTN2021-0064,Force (Take Down),L2,Yes,White,Male,23,4,No
FTN2021-0089,Takedown (no injury),L1,Yes,Hispanic,Male,23,4,No
FTN2021-0085,Firearm (Exhibited),L1,Yes,Hispanic,Male,23,4,No
FTN2022-0036,Hands,L1,Yes,Black,Male,23,4,No
FTN2021-0186,Hands,L1,Yes,White,Male,23,4,No
FTN2022-0290,Firearm (Exhibited),L1,No,Black,Male,23,4,No
FTN2022-0294,Hands,L1,Yes,Black,Male,23,4,Yes
FTN2022-0435,Takedown (w/injury),L2,Yes,Black,Male,23,4,No
FTN2022-0337,Firearm (Exhibited),L1,Yes,Black,Male,23,4,No
FTN2022-0102,Firearm (Exhibited),L1,Yes,White,Male,23,4,No
FTN2021-0271,Firearm (Exhibited),L1,Yes,White,Male,24,4,No
FTN2021-0374,Hands,L1,Yes,White,Male,24,4,No
FTN2022-0052,Takedown (no injury),L1,Yes,Hispanic,Male,24,4,No
FTN2021-0018,Firearm (Exhibited),L1,No,Black,Male,24,4,No
FTN2022-0082,Takedown (w/injury),L2,Yes,Hispanic,Male,24,4,No
FTN2021-0272,Takedown (w/injury),L2,Yes,Black,Male,24,4,No
FTN2021-0263,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2021-0264,Hands,L1,Yes,Black,Male,24,4,No
FTN2021-0191,Hands,L1,Yes,White,Male,24,4,No
FTN2021-0211,Takedown (no injury),L1,Yes,White,Male,24,4,Yes
FTN2021-0280,Hands (with injury),L2,Yes,White,Male,24,4,No
FTN2021-0081,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2022-0038,Takedown (w/injury),L2,Yes,White,Male,24,4,Yes
FTN2018-0410,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2021-0038,Firearm (Exhibited),L1,Yes,White,Male,24,4,No
FTN2020-0288,CEW Deployment,L2,Yes,White,Male,24,4,No
FTN2021-0334,Firearm (Exhibited),L1,Yes,Black,Male,24,4,No
FTN2021-0015,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2021-0026,Takedown (w/injury),L2,Yes,Black,Male,24,4,No
FTN2022-0129,Takedown (no injury),L1,Yes,White,Male,24,4,No
FTN2021-0046,Hands,L1,Yes,Black,Male,24,4,No
FTN2021-0164,Firearm (Exhibited),L1,Yes,Black,Male,24,4,No
FTN2021-0164,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2021-0190,Firearm (Exhibited),L1,Yes,Black,Male,24,4,No
FTN2021-0226,Hands,L1,Yes,Black,Male,24,4,No
FTN2021-0292,Firearm (Exhibited),L1,Yes,White,Male,24,4,No
FTN2023-0513,Other,L1,No,Black,Male,24,4,No
FTN2021-0300,Firearm (Exhibited),L1,No,Black,Male,24,4,No
FTN2020-0269,Firearm (Exhibited),L1,Yes,Hispanic,Male,24,4,No
FTN2021-0414,Takedown (no injury),L1,Yes,Black,Male,24,4,Yes
FTN2021-0096,Firearm (Exhibited),L1,Yes,White,Male,24,4,No
FTN2021-0096,Hands,L1,Yes,White,Male,24,4,No
FTN2021-0281,Firearm (Exhibited),L1,Yes,Black,Male,24,4,No
FTN2021-0347,Force (Take Down),L2,Yes,Black,Male,24,4,Yes
FTN2023-0035,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2022-0387,Firearm (Exhibited),L1,Yes,Hispanic,Male,24,4,No
FTN2022-0321,Takedown (no injury),L1,Yes,Hispanic,Male,24,4,No
FTN2023-0146,Firearm (Exhibited),L1,Yes,Black,Male,24,4,No
FTN2023-0146,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2023-0177,Takedown (w/injury),L2,Yes,Black,Male,24,4,Yes
FTN2022-0136,Force (Take Down),L2,Yes,White,Male,24,4,No
FTN2022-0348,Firearm (Exhibited),L1,Yes,Hispanic,Male,24,4,No
FTN2023-0312,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2022-0142,Hands,L1,Yes,Hispanic,Male,24,4,No
FTN2023-0476,Takedown (no injury),L1,Yes,Black,Male,24,4,No
FTN2022-0285,Firearm (Exhibited),L1,No,Hispanic,Male,24,4,No
FTN2022-0414,Takedown (no injury),L1,Yes,Hispanic,Male,24,4,No
FTN2022-0296,Takedown (no injury),L1,Yes,Hispanic,Male,24,4,No
FTN2021-0080,Hands,L1,Yes,Black,Male,25,4,No
FTN2022-0053,Takedown (no injury),L1,Yes,Black,Male,25,4,No
FTN2021-0360,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0020,Hands,L1,Yes,White,Male,25,4,Yes
FTN2022-0135,Takedown (w/injury),L2,No,White,Male,25,4,No
FTN2022-0484,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0259,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0214,Firearm (Exhibited),L1,Yes,White,Male,25,4,No
FTN2019-0235,Firearm (Exhibited),L1,No,Black,Male,25,4,No
FTN2019-0235,Hands,L1,Yes,Black,Male,25,4,No
FTN2022-0080,Hands,L1,Yes,White,Male,25,4,No
FTN2022-0056,Hands,L1,Yes,White,Male,25,4,Yes
FTN2019-0145,Hands,L1,Yes,Black,Male,25,4,No
FTN2019-0178,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0061,Firearm (Exhibited),L1,No,Black,Male,25,4,No
FTN2022-0061,Takedown (w/injury),L2,Yes,Black,Male,25,4,No
FTN2019-0328,Firearm (Discharged),L4,Yes,Black,Male,25,4,No
FTN2021-0123,Force (Escort Tech),L1,Yes,Hispanic,Male,25,4,No
FTN2021-0123,Takedown (no injury),L1,Yes,Hispanic,Male,25,4,No
FTN2022-0033,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0070,Hands (with injury),L2,Yes,Black,Male,25,4,No
FTN2022-0401,Takedown (no injury),L1,Yes,White,Male,25,4,No
FTN2022-0237,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2023-0250,Firearm (Exhibited),L1,Yes,Hispanic,Male,25,4,No
FTN2022-0290,Firearm (Exhibited),L1,No,Black,Male,25,4,No
FTN2022-0212,Takedown (no injury),L1,Yes,Black,Male,25,4,No
FTN2024-0187,Hands,L1,Yes,Black,Male,25,4,No
FTN2023-0132,Takedown (no injury),L1,Yes,Hispanic,Male,25,4,No
FTN2022-0294,Hands,L1,Yes,Black,Male,25,4,No
FTN2022-0117,Hands,L1,No,White,Male,25,4,Yes
FTN2022-0117,Hands (with injury),L2,Yes,White,Male,25,4,Yes
FTN2022-0116,Takedown (no injury),L1,Yes,White,Male,25,4,No
FTN2022-0151,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0194,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0095,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0232,Takedown (no injury),L1,Yes,White,Male,25,4,Yes
FTN2022-0266,Takedown (w/injury),L2,Yes,White,Male,25,4,No
FTN2022-0280,Firearm (Exhibited),L1,Yes,White,Male,25,4,No
FTN2022-0343,Takedown (no injury),L1,Yes,White,Male,25,4,No
FTN2022-0345,Takedown (w/injury),L2,Yes,White,Male,25,4,No
FTN2022-0373,Firearm (Exhibited),L1,Yes,Black,Male,25,4,No
FTN2022-0425,Takedown (no injury),L1,Yes,Black,Male,25,4,No
FTN2022-0451,Takedown (w/injury),L2,Yes,White,Male,25,4,No
FTN2022-0468,Takedown (no injury),L1,Yes,White,Male,25,4,No
FTN2023-0420,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2022-0052,Takedown (no injury),L1,Yes,Black,Male,26,4,No
FTN2020-0362,Hands,L1,Yes,Black,Male,26,4,No
FTN2022-0082,Takedown (w/injury),L2,Yes,Black,Male,26,4,No
FTN2017-0054,Force (Take Down),L2,Yes,Black,Male,26,4,No
FTN2020-0302,Takedown (no injury),L1,Yes,Black,Male,26,4,No
FTN2023-0257,Firearm (Exhibited),L1,Yes,Black,Male,26,4,No
FTN2023-0257,Takedown (no injury),L1,Yes,Black,Male,26,4,No
FTN2021-0143,Firearm (Exhibited),L1,No,White,Male,26,4,No
FTN2021-0392,Takedown (w/injury),L2,Yes,White,Male,26,4,No
FTN2022-0344,Takedown (no injury),L1,No,White,Male,26,4,Yes
FTN2021-0370,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2020-0336,Hands,L1,Yes,White,Male,26,4,No
FTN2020-0348,Firearm (Exhibited),L1,Yes,Black,Male,26,4,No
FTN2023-0482,Firearm (Exhibited),L1,Yes,White,Male,26,4,No
FTN2023-0507,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2021-0395,Hands,L1,Yes,White,Male,26,4,No
FTN2023-0249,Firearm (Exhibited),L1,Yes,Black,Male,26,4,No
FTN2023-0174,Other,L1,Yes,Black,Male,26,4,No
FTN2023-0108,Takedown (no injury),L1,Yes,Black,Male,26,4,No
FTN2023-0011,Hands,L1,Yes,Black,Male,26,4,Yes
FTN2022-0352,Hands,L1,Yes,White,Male,26,4,Yes
FTN2023-0138,Hands,L1,No,Black,Male,26,4,No
FTN2023-0159,Firearm (Exhibited),L1,Yes,White,Male,26,4,No
FTN2022-0350,Other,L2,No,Black,Female,26,4,Yes
FTN2023-0310,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2023-0309,Hands,L1,Yes,White,Male,26,4,No
FTN2023-0049,Force (Take Down),L2,Yes,White,Male,26,4,No
FTN2022-0142,Takedown (no injury),L1,Yes,Black,Male,26,4,No
FTN2023-0476,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2023-0001,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2023-0018,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2023-0043,Hands (with injury),L2,Yes,White,Male,26,4,No
FTN2023-0084,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2023-0073,Takedown (no injury),L1,Yes,White,Male,26,4,No
FTN2023-0008,CEW Exhibited/Laser,L1,Yes,Black,Male,26,4,No
FTN2023-0008,Force (Take Down),L2,No,Black,Male,26,4,No
FTN2023-0008,Head Strike (No Wep),L3,No,Black,Male,26,4,No
FTN2023-0275,Firearm (Exhibited),L1,Yes,Black,Male,26,4,No
FTN2022-0267,Handcuffed Subject,L4,Yes,Black,Female,26,4,Yes
FTN2023-0341,Firearm (Discharged),L4,Yes,Black,Male,26,4,No
FTN2023-0234,Hands,L1,Yes,White,Male,26,4,No
FTN2023-0508,Firearm (Exhibited),L1,Yes,Black,Male,26,4,No
FTN2017-0106,Force (Take Down),L2,Yes,Black,Male,26,4,No
FTN2021-0329,Firearm (Exhibited),L1,Yes,White,Male,27,4,No
FTN2021-0405,Hands,L1,Yes,White,Male,27,4,No
FTN2023-0427,CEW Deployment,L2,No,Black,Male,27,4,No
FTN2021-0372,Hands,L1,Yes,Black,Male,27,4,No
FTN2023-0080,Firearm (Exhibited),L1,Yes,Black,Male,27,4,No
FTN2021-0102,Hands,L1,No,Black,Male,27,4,No
FTN2020-0364,Force (Take Down),L2,Yes,White,Male,27,4,No
FTN2021-0068,Hands,L1,Yes,White,Male,27,4,No
FTN2021-0070,Firearm (Exhibited),L1,Yes,Black,Male,27,4,No
FTN2023-0299,Hands,L1,Yes,Black,Male,27,4,Yes
FTN2023-0299,Force (Defense Tech),L2,Yes,Black,Male,27,4,Yes
FTN2023-0299,Head Strike (No Wep),L3,No,Black,Male,27,4,Yes
FTN2021-0267,Hands,L1,Yes,White,Male,27,4,No
FTN2021-0295,Takedown (w/injury),L2,Yes,White,Male,27,4,No
FTN2021-0314,Takedown (no injury),L1,No,White,Male,27,4,No
FTN2020-0325,Firearm (Exhibited),L1,Yes,White,Male,27,4,No
FTN2021-0321,Firearm (Exhibited),L1,Yes,White,Male,27,4,No
FTN2021-0127,Takedown (no injury),L1,Yes,Black,Male,27,4,No
FTN2024-0174,Firearm (Exhibited),L1,Yes,White,Male,27,4,No
FTN2021-0198,Takedown (no injury),L1,Yes,Black,Male,27,4,No
FTN2021-0273,Hands,L1,Yes,Black,Male,27,4,No
FTN2021-0294,Hands,L1,Yes,Black,Male,27,4,No
FTN2024-0205,Rifle (Pointed),L1,Yes,White,Male,27,4,No
FTN2024-0088,Firearm (Exhibited),L1,Yes,Black,Male,27,4,No
FTN2024-0041,Firearm (Exhibited),L1,Yes,Black,Male,27,4,No
FTN2024-0041,Firearm (Exhibited),L1,Yes,White,Male,27,4,No
FTN2023-0505,Force (Take Down),L2,Yes,Black,Female,27,4,No
FTN2024-0026,Firearm (Exhibited),L1,No,Black,Male,27,4,No
FTN2023-0478,Firearm (Exhibited),L1,Yes,Black,Male,27,4,No
FTN2023-0478,Vehicle,L4,Yes,Black,Male,27,4,No
FTN2023-0507,Takedown (no injury),L1,Yes,Black,Male,27,4,No
FTN2023-0324,Takedown (no injury),L1,Yes,White,Male,27,4,No
FTN2023-0027,Force (Take Down),L2,Yes,Black,Male,27,4,No
FTN2024-0217,CEW Deployment,L2,No,White,Male,27,4,No
FTN2023-0033,CEW Deployment,L2,Yes,Black,Male,27,4,No
FTN2021-0193,Firearm (Exhibited),L1,Yes,Black,Male,27,4,No
FTN2022-0450,Hands,L1,Yes,Black,Male,28,4,No
FTN2022-0420,Takedown (w/injury),L2,Yes,Black,Male,28,4,Yes
FTN2024-0175,Firearm (Exhibited),L1,Yes,Black,Male,28,4,No
FTN2022-0396,Takedown (no injury),L1,Yes,Black,Male,28,4,No
FTN2021-0138,Hands,L1,Yes,White,Male,28,4,No
