PIB File Number,Date Occurred,Originating Bureau,Division Level,Division,Unit,Working Status,Shift,Investigation Status,Disposition,Service Type,Light Condition,Weather Condition,Subject Count,Officer Count
FTN2021-0075,3/13/2021,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Bourbon Street,Regular Working,Between 11pm-7am,Completed,UOF Justified With Training,Arresting,Poor,Clear Conditions,1,2
FTN2021-0077,3/13/2021,FOB - Field Operations Bureau,4th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2021-0076,3/13/2021,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,2
FTN2021-0078,3/15/2021,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,1,1
FTN2021-0079,3/16/2021,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Other,1,1
FTN2021-0080,3/19/2021,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Unknown,Clear Conditions,1,7
FTN2021-0081,3/19/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2021-0082,3/22/2021,FOB - Field Operations Bureau,6th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2021-0086,3/23/2021,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Heavy,1,1
FTN2021-0083,3/23/2021,FOB - Field Operations Bureau,3rd District,K9 Section,Unknown,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Clear Conditions,1,1
FTN2021-0085,3/23/2021,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,1,1
FTN2019-0025,1/20/2019,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Unknown,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2021-0087,3/24/2021,FOB - Field Operations Bureau,Special Operations Division,Street Gang Unit,Squad A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Poor,Rainy Conditions - Heavy,1,2
FTN2021-0088,3/26/2021,FOB - Field Operations Bureau,7th District,Tactical Section,Unknown,Regular Working,Between 11pm-7am,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,1,2
FTN2021-0090,3/27/2021,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,1,1
FTN2021-0089,3/27/2021,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2021-0092,3/30/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0094,3/31/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Other,1,1
FTN2021-0095,3/31/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2021-0093,3/31/2021,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,2
FTN2021-0097,4/3/2021,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2021-0096,4/3/2021,FOB - Field Operations Bureau,3rd District,A Platoon,Unknown,Paid Detail,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,7
FTN2021-0098,4/4/2021,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,1,1
FTN2021-0099,4/5/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,1
FTN2019-0048,2/6/2019,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Unknown,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,2
FTN2021-0101,4/7/2021,FOB - Field Operations Bureau,6th District,Tactical Section,Unknown,Regular Working,Between 11pm-7am,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,1,3
FTN2021-0103,4/8/2021,FOB - Field Operations Bureau,6th District,Unknown,Unknown,Regular Working,Between 11pm-7am,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,2,2
FTN2021-0102,4/8/2021,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Not Justified,Traffic Stop,Good,Clear Conditions,1,2
FTN2021-0104,4/8/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0105,4/8/2021,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2021-0107,4/9/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,5
FTN2021-0108,4/9/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,1,2
FTN2021-0106,4/9/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,1,11
FTN2021-0110,4/11/2021,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Not Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0109,4/11/2021,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Foggy Condition,2,1
FTN2021-0112,4/12/2021,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,9
FTN2021-0113,4/13/2021,FOB - Field Operations Bureau,6th District,A Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2021-0114,4/13/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Other,1,4
FTN2021-0115,4/13/2021,FOB - Field Operations Bureau,1st District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Medium,1,2
FTN2021-0116,4/14/2021,FOB - Field Operations Bureau,5th District,C Platoon,Unknown,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2021-0117,4/14/2021,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,1,2
FTN2021-0119,4/15/2021,FOB - Field Operations Bureau,2nd District,D.I.U.,1st Platoon,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,4,2
FTN2021-0118,4/15/2021,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,2
FTN2021-0120,4/17/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Rainy Conditions - Light,2,1
FTN2021-0121,4/18/2021,FOB - Field Operations Bureau,8th District,Unknown,Unknown,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2021-0123,4/19/2021,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Call for Service,Good,Clear Conditions,1,5
FTN2021-0122,4/19/2021,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,7
FTN2021-0124,4/20/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,2
FTN2021-0125,4/21/2021,FOB - Field Operations Bureau,Special Operations Division,Narcotics,Unknown,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,1
FTN2021-0126,4/22/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2021-0128,4/26/2021,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2021-0127,4/26/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2021-0129,4/27/2021,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,2,3
FTN2021-0130,4/28/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Call for Service,Poor,Clear Conditions,1,3
FTN2021-0132,4/30/2021,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2021-0133,5/1/2021,FOB - Field Operations Bureau,4th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2021-0135,5/3/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,1,1
FTN2021-0134,5/3/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0137,5/5/2021,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,4
FTN2021-0136,5/5/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Good,Clear Conditions,1,3
FTN2021-0138,5/7/2021,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,4
FTN2021-0142,5/7/2021,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,3
FTN2021-0139,5/7/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2021-0141,5/7/2021,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,7,3
FTN2021-0143,5/9/2021,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2021-0145,5/10/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2021-0144,5/10/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,1,1
FTN2021-0146,5/12/2021,FOB - Field Operations Bureau,3rd District,K9 Section,Unknown,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0149,5/14/2021,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,1,6
FTN2021-0148,5/14/2021,FOB - Field Operations Bureau,6th District,School Resource Officers,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2021-0151,5/17/2021,FOB - Field Operations Bureau,6th District,D.I.U.,Unknown,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Other,1,1
FTN2021-0150,5/17/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Medium,1,2
FTN2021-0152,5/19/2021,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2021-0153,5/19/2021,FOB - Field Operations Bureau,3rd District,Unknown,Patrol,Paid Detail,Between 11pm-7am,Completed,UOF Not Justified,Call for Service,Good,Other,1,2
FTN2021-0155,5/20/2021,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,1,1
FTN2021-0154,5/20/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2021-0156,5/25/2021,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0158,5/26/2021,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,1,3
FTN2021-0157,5/26/2021,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Not Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0162,5/27/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,4
FTN2021-0159,5/27/2021,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0160,5/28/2021,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,1,1
FTN2021-0161,5/29/2021,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2021-0185,5/30/2021,FOB - Field Operations Bureau,7th District,A Platoon,Unknown,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,2
FTN2021-0166,5/31/2021,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,4
FTN2021-0164,5/31/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,7
FTN2021-0165,5/31/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Training,Arresting,Good,Clear Conditions,1,1
FTN2021-0167,6/1/2021,FOB - Field Operations Bureau,2nd District,Unknown,Unknown,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,2,1
FTN2021-0168,6/2/2021,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Unknown,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0173,6/3/2021,FOB - Field Operations Bureau,3rd District,C Platoon,Unknown,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,2
FTN2021-0171,6/3/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,3
FTN2021-0172,6/3/2021,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2021-0169,6/3/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2021-0174,6/4/2021,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Medium,1,3
FTN2021-0170,6/5/2021,FOB - Field Operations Bureau,3rd District,Investigations,Squad 3,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2021-0175,6/6/2021,FOB - Field Operations Bureau,8th District,D.I.U.,Unknown,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Clear Conditions,2,1
FTN2021-0176,6/6/2021,FOB - Field Operations Bureau,7th District,Other Support,K-9 Section,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,3
FTN2021-0177,6/7/2021,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Other,1,1
FTN2021-0178,6/8/2021,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,2
